ticker,field,value
CME UW,CIE_DES,"CME Group Inc. operates a derivatives exchange that trades futures contracts and options on futures, interest rates, stock indexes, foreign exchange, and commodities. The Company brings together buyers and sellers of derivatives products on its trading floors, electronic trading platform, and through privately negotiated transactions that it clears."
CMG UN,CIE_DES,"Chipotle Mexican Grill, Inc. owns and operates Mexican restaurants. The Company offers burritos, burrito bowls, quesadillas, tacos, and salads. Chipotle Mexican Grill serves customers in the United States."
CMI UN,CIE_DES,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines. The Company also manufactures electric power generation systems and engine-related component products, including filtration and exhaust aftertreatment, fuel systems, controls, and air handling systems."
CMS UN,CIE_DES,"CMS Energy Corporation is an energy company. The Company, through its subsidiaries, provides electricity and natural gas to its customers. CMS Energy also invests in and operates non-utility power generation plants in the United States and abroad."
CNA UN,CIE_DES,"CNA Financial Corporation operates as an insurance holding company. The Company, through its subsidiaries, provides commercial property and casualty coverages such as risk management, information services, warranty, and claims administration. CNA Financial serves clients throughout the United States."
CNC UN,CIE_DES,"Centene Corporation provides multi-line healthcare solutions to individuals across all states and internationally. Centene's specialty services include medicaid and medicare health plans, treatment compliance, and nurse triage."
CNM UN,CIE_DES,"Core & Main is a distributor of water, wastewater, storm drainage and fire protection products, and related services. The Company provides infrastructure solutions to municipalities, private water companies and professional contractors across municipal, non-residential and residential end markets, nationwide."
DUK UN,CIE_DES,"Duke Energy Corporation is an energy company located primarily in the Americas that owns an integrated network of energy assets. The Company manages a portfolio of natural gas and electric supply, delivery, and trading businesses in the United States and Latin America."
DV UN,CIE_DES,"DoubleVerify Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides software platform for digital media measurement and analytics. DoubleVerify Holdings serves customers worldwide."
DVA UN,CIE_DES,DaVita Inc. provides a variety of health care services. The Company provides kidney dialysis services for patients suffering from chronic kidney failure. DaVita serves patients worldwide.
DVN UN,CIE_DES,"Devon Energy Corporation operates as an independent energy company that is involved primarily in oil and gas exploration, development and production, the transportation of oil, gas, and NGLs and the processing of natural gas. The Company also has marketing and midstream operations primarily in North America that include gas, crude oil, and NGLs."
DXC UN,CIE_DES,"DXC Technology Company provides information technology services. The Company offers analytics, applications, business process, cloud and workload, consulting, and security services and solutions. DXC Technology serves customers worldwide."
DXCM UW,CIE_DES,"Dexcom, Inc. operates as a medical device company focused on the design and development of continuous glucose monitoring systems for people with diabetes. The Company develops a small implantable device that continuously measures glucose levels in subcutaneous tissue just under the skin and a small external receiver to which the sensor transmits glucose levels at specified intervals."
EA UW,CIE_DES,"Electronic Arts Inc. develops, publishes, and distributes branded interactive entertainment software worldwide for video game consoles, personal computers, handheld game players, and cellular handsets. The Company also provides online game-related services."
EBAY UW,CIE_DES,eBay Inc. is a global e-commerce company. The Company's platforms are designed to enable sellers worldwide to organize and offer their inventory for sale and buyers to find and buy it. eBay serves customers worldwide.
