ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
AJRD UN,AEROJET ROCKETDYNE HOLDINGS,"Aerojet Rocketdyne Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, develops and manufactures propulsion systems for defense and space applications, as well as armaments for precision tactical and long-range weapon systems applications. Aerojet Rocketdyne Holdings also provides real estate services, including entitlement, sale, and leasing.",Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
AKA UN,AKA BRANDS HOLDING CORP,"a.k.a. Brands Holding Corp. is a portfolio of high-growth online fashion brands built for the next generation of consumers. The Company retails apparel, footwear, and accessories for fashion various brands. a.k.a. Brands Holding serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
AKAM UW,AKAMAI TECHNOLOGIES INC,"Akamai Technologies, Inc. provides services for accelerating and improving the delivery of content and applications over the internet, ranging from live and on-demand streaming video capabilities to conventional content on websites, to tools that help people transact business and reach out to new and existing customers.",Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
AKR UN,ACADIA REALTY TRUST,"Acadia Realty Trust is a fully integrated and self-managed real estate investment trust. The trust specializes in the acquisition, redevelopment and operation of shopping centers which are anchored by grocery and value-oriented retail. Acadia is headquartered in White Plains, New York.",Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
AKRO UW,AKERO THERAPEUTICS INC,"Akero Therapeutics, Inc. operates as a biotechnology company. The Company discovers and develops medicines and therapies for metabolic diseases by restoring metabolic balance. Akero Therapeutics serves patients and customers in the States of Massachusetts and California.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
AKTS UR,AKOUSTIS TECHNOLOGIES INC,"Akoustis Technologies, Inc. designs, develops, and manufactures acoustic wave technology. The Company uses single-crystal piezoelectric materials to create bulk acoustic wave (BAW) filters for mobile smartphones and other mobile wireless devices. Akoustis Technologies serves clients in the United States.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
AKYA UW,AKOYA BIOSCIENCES INC,"Akoya Biosciences, Inc. provides spatial biology solutions. The Company offers end-to-end solutions for high-parameter tissue analysis from discovery through clinical and translational research, enabling the development of more precise therapies for immuno-oncology and other drug development applications. Akoya Biosciences serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
AL UN,AIR LEASE CORP,"Air Lease Corporation operates an aircraft leasing company. The Company purchases, sales, and leases commercial aircrafts. Air Lease serves clients worldwide.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
ALB UN,ALBEMARLE CORP,"Albemarle Corporation produces specialty chemicals. The Company offers plastics, polymers, and elastomers, as well as cleaning products, agricultural compounds, pharmaceuticals, photographic chemicals, drilling compounds, and biocides. Albemarle focuses on lithium, bromine, refining catalysts, and applied surface treatment. Albemarle markets its products globally.",Materials,Materials,Chemicals,Specialty Chemicals
ALCO UW,ALICO INC,"Alico, Inc. manufactures citrus fruit. The Company is involved in various agribusiness activities and operations including fruit production, cattle ranching, sugarcane, sod, and forestry, as well as leases land for farming, cattle grazing, recreation, and oil exploration. Alicoserves customers worldwide.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
ALE UN,ALLETE INC,"ALLETE, Inc. provides energy services in the upper Midwest United States. The Company generates, transmits, distributes, markets, and trades electrical power for retail and wholesale customers.",Utilities,Utilities,Electric Utilities,Electric Utilities
ALEC UW,ALECTOR INC,"Alector, Inc. operates as a clinical stage biopharmaceutical company. The Company researches and develops novel therapeutics for the treatment of neurodegeneration and other brain disorders. Alector offers its services in the State of California.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ALEX UN,ALEXANDER & BALDWIN INC,"Alexander & Baldwin, Inc. operates as a real estate owner and developer. The Company owns, develops, manages, and invests in residential, commercial, retail, and office spaces, as well as offers natural materials, land development, and infrastructure construction services. Alexander & Baldwin serves customers in the United States.",Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
ALG UN,ALAMO GROUP INC,"Alamo Group Inc. designs, manufactures, and distributes heavy duty, tractor-mounted mowing and vegetation maintenance equipment and replacement parts, for industrial and agricultural end-users. The Company sells its products in Europe and the United States.",Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
ALGM UW,ALLEGRO MICROSYSTEMS INC,"Allegro Microsystems, Inc. develops advanced semiconductor devices. The Company provides power and sensing solutions for motion control. Allegro Microsystems serves customers worldwide.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
ALGN UW,ALIGN TECHNOLOGY INC,"Align Technology, Inc. is a global medical device company. The Company designs, manufactures, and markets clear aligners and intraoral scanners for dentistry, as well as computer-aided design and manufacturing software for dental laboratories and dental practitioners. Align Technology serves customers worldwide.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
ALGT UW,ALLEGIANT TRAVEL CO,"Allegiant Travel Company operates as a leisure travel company. The Company offers flight transport, hotel booking, car rentals, travel management, and other related services. Allegiant Travel serves customers worldwide.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
ALHC UW,ALIGNMENT HEALTHCARE INC,"Alignment Healthcare, Inc. designs and develops application software. The Company offers continuous care programs that handle clinical care coordination, risk management capabilities, and information technology for healthcare providers. Alignment Healthcare serves customers in the United States.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
ALIT UN,ALIGHT INC - CLASS A,"Alight, Inc. provides human capital solutions. The Company specializes in assisting clients navigate the complexity of health, wealth, and human resource. Alight serves customers worldwide.",Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
ALK UN,ALASKA AIR GROUP INC,"Alaska Air Group, Inc. is an airline holding company. The Company, through its subsidiaries, provides air services to passengers in multiple destinations. Alaska Air also offers freight and mail services. Alaska Air Group serves passengers worldwide.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
ALKS UW,ALKERMES PLC,"Alkermes PLC researches pharmaceuticals. The Company develops treatments for central nervous system disorders such as addiction, schizophrenia and depression, and diabetes.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
